	source	target	edge
4294	instantaneu  Telefonul	Opera  -ti	include
4295	instantaneu  Telefonul	Opera  -ti	include
4296	instantaneu  Telefonul	Opera  -ti	include
4297	instantaneu  Telefonul	Opera  -ti	include
4298	si  Tehnologia		ajusteaza
4299	si  Tehnologia		ajusteaza
4300	si  Tehnologia		ajusteaza
4301	si  Tehnologia		ajusteaza
4302	si  Tehnologia		ajusteaza
4303	frumos  superba	sa	panza
4304	frumos  superba	sa	panza
4305	frumos  superba	sa	panza
4306	frumos  superba	sa	panza
4307	frumos  superba	sa	panza
4308	perfect  trimiterea	si  aplicatii	multitasking
4309	perfect  trimiterea	si  aplicatii	multitasking
4310	perfect  trimiterea	si  aplicatii	multitasking
4311	perfect  trimiterea	si  aplicatii	multitasking
4312	perfect  trimiterea	si  aplicatii	multitasking
4313	compact  fara		permite
4314	compact  fara		permite
4315	compact  fara		permite
4316	compact  fara		permite
4317	compact  fara		permite
4318	ecran  Ecranul	propriul  tau	certificat
4319	ecran  Ecranul	propriul  tau	certificat
4320	ecran  Ecranul	propriul  tau	certificat
4321	ecran  Ecranul	propriul  tau	certificat
4322	ecran  Ecranul	propriul  tau	certificat
4323	26  mm		2x
4324	26  mm		2x
4325	26  mm		2x
4326	26  mm		2x
4327	26  mm		2x
4328	chiar  si	120Hz  ecranului	ecran
4329	chiar  si	120Hz  ecranului	ecran
4330	chiar  si	120Hz  ecranului	ecran
4331	chiar  si	120Hz  ecranului	ecran
4332	chiar  si	120Hz  ecranului	ecran
4333	bune  care	mare  FHD	revolutionat
4334	bune  care	mare  FHD	revolutionat
4335	bune  care	mare  FHD	revolutionat
4336	bune  care	mare  FHD	revolutionat
4337	bune  care	mare  FHD	revolutionat
4338	6s  daca		indiferent
4339	6s  daca		indiferent
4340	6s  daca		indiferent
4341	6s  daca		indiferent
4342	6s  daca		indiferent
4343	naturale  ce	automat  personalizate	Camera
4344	naturale  ce	automat  personalizate	Camera
4345	naturale  ce	automat  personalizate	Camera
4346	naturale  ce	automat  personalizate	Camera
4347	naturale  ce	automat  personalizate	Camera
4348	MP  Camera		avansata
4349	MP  Camera		avansata
4350	MP  Camera		avansata
4351	MP  Camera		avansata
4352	MP  Camera		avansata
4353	beneficiezi	-ti	avansat
4354	beneficiezi	-ti	avansat
4355	beneficiezi	-ti	avansat
4356	beneficiezi	-ti	avansat
4357	beneficiezi	-ti	avansat
4358	2014  OnePlus		extins
4359	2014  OnePlus		extins
4360	2014  OnePlus		extins
4361	2014  OnePlus		extins
4362	2014  OnePlus		extins
4363	eficient  fara	perfect  stilului	dispune
4364	eficient  fara	perfect  stilului	dispune
4365	eficient  fara	perfect  stilului	dispune
4366	eficient  fara	perfect  stilului	dispune
4367	eficient  fara	perfect  stilului	dispune
4368	foto  care	fotografii  -ti	da
4369	foto  care	fotografii  -ti	da
4370	foto  care	fotografii  -ti	da
4371	foto  care	fotografii  -ti	da
4372	foto  care	fotografii  -ti	da
4373	iti		calatoriile frumoase
4374	iti		calatoriile frumoase
4375	iti		calatoriile frumoase
4376	iti		calatoriile frumoase
4377	iti		calatoriile frumoase
4378	Sony  Raportul	profunde  filmelor	ultralarg
4379	Sony  Raportul	profunde  filmelor	ultralarg
4380	Sony  Raportul	profunde  filmelor	ultralarg
4381	Sony  Raportul	profunde  filmelor	ultralarg
4382	grija  acestia	parintii	SC7701B
4383	grija  acestia	parintii	SC7701B
4384	grija  acestia	parintii	SC7701B
4385	grija  acestia	parintii	SC7701B
4386	grija  acestia	parintii	SC7701B
4387	piele  Note	piele  -va	echipat
4388	piele  Note	piele  -va	echipat
4389	piele  Note	piele  -va	echipat
4390	piele  Note	piele  -va	echipat
4391	piele  Note	piele  -va	echipat
4392	bogata  gama		finisaje
4393	bogata  gama		finisaje
4394	terminat  Camera		intotdeauna
4395	terminat  Camera		intotdeauna
4396	terminat  Camera		intotdeauna
4397	terminat  Camera		intotdeauna
4398	terminat  Camera		intotdeauna
4399	asadar  veti		asigura
4400	asadar  veti		asigura
4401	asadar  veti		asigura
4402	asadar  veti		asigura
4403	asadar  veti		asigura
4404	macro  parca		descoperi
4405	macro  parca		descoperi
4406	macro  parca		descoperi
4407	macro  parca		descoperi
4408	safir  ce	nu  sa	protejata
4409	safir  ce	nu  sa	protejata
4410	safir  ce	nu  sa	protejata
4411	safir  ce	nu  sa	protejata
4412	safir  ce	nu  sa	protejata
4413	cand  functioneaza		externa
4414	cand  functioneaza		externa
4415	cand  functioneaza		externa
4416	cand  functioneaza		externa
4417	cand  functioneaza		externa
4418	foto  seria		dezvoltat
4419	foto  seria		dezvoltat
4420	foto  seria		dezvoltat
4421	foto  seria		dezvoltat
4422	rapid  Procesor		echipat
4423	rapid  Procesor		echipat
4424	rapid  Procesor		echipat
4425	rapid  Procesor		echipat
4426	singura  Camera	integrat  si	detine
4427	singura  Camera	integrat  si	detine
4428	singura  Camera	integrat  si	detine
4429	singura  Camera	integrat  si	detine
4430	singura  Camera	integrat  si	detine
4431	culori  ti	raportului	asterne
4432	culori  ti	raportului	asterne
4433	culori  ti	raportului	asterne
4434	culori  ti	raportului	asterne
4435	ca  superba	sa	panza
4436	ca  superba	sa	panza
4437	ca  superba	sa	panza
4438	ca  superba	sa	panza
4439	ca  superba	sa	panza
4440	avansat  care	inteligent  si	Benzi-contur
4441	avansat  care	inteligent  si	Benzi-contur
4442	avansat  care	inteligent  si	Benzi-contur
4443	avansat  care	inteligent  si	Benzi-contur
4444	avansat  care	inteligent  si	Benzi-contur
4445	ecranul		poate
4446	ecranul		poate
4447	ecranul		poate
4448	ecranul		poate
4449	ecranul		poate
4450	caldura  Intra		inceputul
4451	caldura  Intra		inceputul
4452	caldura  Intra		inceputul
4453	caldura  Intra		inceputul
4454	caldura  Intra		inceputul
4455	mult  si	verzi-albastrui  ii	apropie
4456	mult  si	verzi-albastrui  ii	apropie
4457	mult  si	verzi-albastrui  ii	apropie
4458	mult  si	verzi-albastrui  ii	apropie
4459	mult  si	verzi-albastrui  ii	apropie
4460	privitorului  Forma		scoasa
4461	privitorului  Forma		scoasa
4462	privitorului  Forma		scoasa
4463	privitorului  Forma		scoasa
4464	privitorului  Forma		scoasa
4465	rapida	6.4  filme	pierdeti
4466	rapida	6.4  filme	pierdeti
4467	rapida	6.4  filme	pierdeti
4468	rapida	6.4  filme	pierdeti
4469	versiuni	senzationale  ecranului	Adu
4470	versiuni	senzationale  ecranului	Adu
4471	versiuni	senzationale  ecranului	Adu
4472	versiuni	senzationale  ecranului	Adu
4473	versiuni	senzationale  ecranului	Adu
4474	fotografii  fara	plin  stil	langa
4475	fotografii  fara	plin  stil	langa
4476	fotografii  fara	plin  stil	langa
4477	fotografii  fara	plin  stil	langa
4478	fotografii  fara	plin  stil	langa
4479	fotografii  fara	plin  stil	langa
4480	fotografii  fara	plin  stil	langa
4481	fotografii  fara	plin  stil	langa
4482	repede  Localizati		masoara
4483	repede  Localizati		masoara
4484	repede  Localizati		masoara
4485	repede  Localizati		masoara
4486	repede  Localizati		masoara
4487	si  navigheaza		Uita
4488	si  navigheaza		Uita
4489	si  navigheaza		Uita
4490	si  navigheaza		Uita
4491	si  navigheaza		Uita
4492	rotunjite  telefonul	marginilor	Datorita
4493	rotunjite  telefonul	marginilor	Datorita
4494	rotunjite  telefonul	marginilor	Datorita
4495	rotunjite  telefonul	marginilor	Datorita
4496	rotunjite  telefonul	marginilor	Datorita
4497	indiferent  Camera	108°  sa	permite
4498	indiferent  Camera	108°  sa	permite
4499	indiferent  Camera	108°  sa	permite
4500	indiferent  Camera	108°  sa	permite
4501	indiferent  daca	sa	afli
4502	indiferent  daca	sa	afli
4503	indiferent  daca	sa	afli
4504	indiferent  daca	sa	afli
4505	indiferent  daca	sa	afli
4506	S10  Apropie		Pixeli
4507	S10  Apropie		Pixeli
4508	S10  Apropie		Pixeli
4509	S10  Apropie		Pixeli
4510	S10  Apropie		Pixeli
4511	ecranul	inginerilor  S11	Inspirat
4512	ecranul	inginerilor  S11	Inspirat
4513	ecranul	inginerilor  S11	Inspirat
4514	ecranul	inginerilor  S11	Inspirat
4515	ecranul	inginerilor  S11	Inspirat
4516	natural  Culori	trei  culori	tribut
4517	natural  Culori	trei  culori	tribut
4518	natural  Culori	trei  culori	tribut
4519	natural  Culori	trei  culori	tribut
4520	natural  Culori	trei  culori	tribut
4521	joc  si		Descarca
4522	joc  si		Descarca
4523	joc  si		Descarca
4524	joc  si		Descarca
4525	joc  si		Descarca
4526	6.09  Ecranul		acopera
4527	6.09  Ecranul		acopera
4528	6.09  Ecranul		acopera
4529	6.09  Ecranul		acopera
4530	6.09  Ecranul		acopera
4531	dubla  incadrarea		fac
4532	dubla  incadrarea		fac
4533	dubla  incadrarea		fac
4534	dubla  incadrarea		fac
4535	dubla  incadrarea		fac
4536	10  urmatorul		excelent
4537	10  urmatorul		excelent
4538	10  urmatorul		excelent
4539	10  urmatorul		excelent
4540	10  urmatorul		excelent
4541	ca  tu	Pay  -ti	Proiectam
4542	ca  tu	Pay  -ti	Proiectam
4543	ca  tu	Pay  -ti	Proiectam
4544	ca  tu	Pay  -ti	Proiectam
4545	ca  tu	Pay  -ti	Proiectam
4546	S11		personalizata
4547	S11		personalizata
4548	S11		personalizata
4549	S11		personalizata
4550	S11		personalizata
4551	zilei  fara		afecta
4552	zilei  fara		afecta
4553	zilei  fara		afecta
4554	zilei  fara		afecta
4555	Calitatea		importantă
4556	Calitatea		importantă
4557	Calitatea		importantă
4558	ca  alimentele	gătită  bacterii	lăsate
4559	ca  alimentele	gătită  bacterii	lăsate
4560	ca  alimentele	gătită  bacterii	lăsate
4561	ca  alimentele	gătită  bacterii	lăsate
4562	alimentelor  distrugerea		recomandă
4563	grade  alimentele		face
4564	C  alimentele		face
4565			poate
4566			poate
4567	eficient  săgețile		înseamnă
4568	eficient  săgețile		înseamnă
4569	eficient  săgețile		înseamnă
4570	eficient  săgețile		înseamnă
4571	etichetat		bazată
4572	etichetat		bazată
4573	etichetat		bazată
4574	găurit  înșurubătorul		intră
4575	găurit  înșurubătorul		intră
4576	găurit  înșurubătorul		intră
4577	găurit  înșurubătorul		intră
4578	găurit  înșurubătorul		intră
4579	produsului  acesta	nu  condițiilor	comercialăreprezintă
4580	produsului  acesta	nu  condițiilor	comercialăreprezintă
4581	produsului  acesta	nu  condițiilor	comercialăreprezintă
4582	semnal  care		poate
4583	semnal  care		poate
4584	semnal  care		poate
4585	informația		servește
4586	informația		servește
4587	informația		servește
4588	mai  acesta		poate
4589	mai  acesta		poate
4590	mai  acesta		poate
4591	în  Sistemul		intervine
4592	în  Sistemul		intervine
4593	în  Sistemul		intervine
4594	în  Sistemul		intervine
4595	fluid  care		generatorul
4596	fluid  care		generatorul
4597	fluid  care		generatorul
4598	decăldură.[1]Cuptorul		format
4599	decăldură.[1]Cuptorul		format
4600	decăldură.[1]Cuptorul		format
4601	așezată		trebuie
4602	așezată		trebuie
4603	așezată		trebuie
4604	cuptorului  temperatura		scade
4605	cuptorului  temperatura		scade
4606	cuptorului  temperatura		scade
4607	unuiaragaz  Plitele		folosesc
4608	unuiaragaz  Plitele		folosesc
4609	unuiaragaz  Plitele		folosesc
4610	incorporabile  care		dezvoltat
4611	incorporabile  care		dezvoltat
4612	incorporabile  care		dezvoltat
4613	incorporabile  care		dezvoltat
4614	catalitice  ceea		spune
4615	catalitice  ceea		spune
4616	catalitice  ceea		spune
4617	Acestea		au
4618	Acestea		au
4619	Acestea		au
4620	acestora  Butoanele		forme
4621	acestora  Butoanele		forme
4622	acestora  Butoanele		forme
4623	acestora  Butoanele		forme
4624	mai  revine		apăsat
4625	mai  revine		apăsat
4626	mai  revine		apăsat
4627	inițială  butonul	își	constă
4628	inițială  butonul	își	constă
4629	inițială  butonul	își	constă
4630	fizice  utilizarea		Există
4631	fizice  utilizarea		Există
4632	fizice  utilizarea		Există
4633	roșie  culoarea		sunt
4634	roșie  culoarea		sunt
4635	roșie  culoarea		sunt
4636	materiale		pot
4637	materiale		pot
4638	materiale		pot
4639	corpuri  grătare		folosesc
4640	corpuri  grătare		folosesc
4641	corpuri  grătare		folosesc
4642	carne  metodă		răspândit
4643	carne  metodă		răspândit
4644	carne  metodă		răspândit
4645	electrică  Afișajele		produc
4646	electrică  Afișajele		produc
4647	electrică  Afișajele		produc
4648	lichide  care		dispozitiv
4649	lichide  care		dispozitiv
4650	lichide  care		dispozitiv
4651	mână  afișările		sunt
4652	mână  afișările		sunt
4653	mână  afișările		sunt
4654	frecvent  care		folosit
4655	frecvent  care		folosit
4656	frecvent  care		folosit
4657	distincte  termenii		cantități
4658	distincte  termenii		cantități
4659	distincte  termenii		cantități
4660	lucru		descoperit
4661	lucru		descoperit
4662	lucru		descoperit
4663	forță  categorie		funcționeazădinamometrul
4664	forță  categorie		funcționeazădinamometrul
4665	forță  categorie		funcționeazădinamometrul
4666	unde  calibrarea		trebuie
4667	unde  calibrarea		trebuie
4668	unde  calibrarea		trebuie
4669	unde  calibrarea		trebuie
4670	curat  care	sticlă  înegrindu-l	aibă
4671	curat  care	sticlă  înegrindu-l	aibă
4672	curat  care	sticlă  înegrindu-l	aibă
4673	wolfram  halogenul		depune
4674	wolfram  halogenul		depune
4675	wolfram  halogenul		depune
4676	electrostatice  Filtrarea		are
4677	electrostatice  Filtrarea		are
4678	electrostatice  Filtrarea		are
4679	îndecibelisaufoni		măsoară
4680	îndecibelisaufoni		măsoară
4681	îndecibelisaufoni		măsoară
4682	acestea		[
4683	acestea		[
4684	acestea		[
4685	Tot  arzătoare	necesar  arderii	aparatelor
4686	Tot  arzătoare	necesar  arderii	aparatelor
4687	Tot  arzătoare	necesar  arderii	aparatelor
4688	magnetic  ce		realizată
4689	magnetic  ce		realizată
4690	magnetic  ce		realizată
4691	presiune  Supapele		pot
4692	presiune  Supapele		pot
4693	presiune  Supapele		pot
4694	culoarea		apare
4695	culoarea		apare
4696	culoarea		apare
4697	și  Camerele	grade  fabricilor	utile
4698	și  Camerele	grade  fabricilor	utile
4699	și  Camerele	grade  fabricilor	utile
4700	mărimea  procedeu		presupune
4701	mărimea  procedeu		presupune
4702	mărimea  procedeu		presupune
4703	nu  Hainele		moi
4704	nu  Hainele		moi
4705	nu  Hainele		moi
4706	bumbac  ceea	le	pot
4707	bumbac  ceea	le	pot
4708	bumbac  ceea	le	pot
4709	spălat  Energia	alternativ  cuve-tambur	transmisă
4710	spălat  Energia	alternativ  cuve-tambur	transmisă
4711	spălat  Energia	alternativ  cuve-tambur	transmisă
4712	electrică  iaracțiunea		otemperatura programabilă
4713	electrică  iaracțiunea		otemperatura programabilă
4714	electrică  iaracțiunea		otemperatura programabilă
4715	electrică  iaracțiunea		otemperatura programabilă
4716	mai  Mașinile		automatdispun
4717	mai  Mașinile		automatdispun
4718	mai  Mașinile		automatdispun
4719	metal  care		trebui
4720	metal  care		trebui
4721	metal  care		trebui
4722	pusă		trebui
4723	pusă		trebui
4724	pusă		trebui
4725	mașinii  aceasta		amestec
4726	mașinii  aceasta		amestec
4727	mașinii  aceasta		amestec
4728	De  agent		utilizat
4729	De  agent		utilizat
4730	De  agent		utilizat
4731	1887  servitorii	vase  uzului	destinată
4732	1887  servitorii	vase  uzului	destinată
4733	1887  servitorii	vase  uzului	destinată
4734	fine  Pulberile		fac
4735	fine  Pulberile		fac
4736	fine  Pulberile		fac
4737	calciu  Calcarele		formează
4738	calciu  Calcarele		formează
4739	calciu  Calcarele		formează
4740	formare  Compoziția		constă
4741	formare  Compoziția		constă
4742	formare  Compoziția		constă
4743	ridicate  care		formează
4744	ridicate  care		formează
4745	ridicate  care		formează
4746	odorizare  gazuluimercaptancu		ușor
4747	odorizare  gazuluimercaptancu		ușor
4748	odorizare  gazuluimercaptancu		ușor
4749	gazului  cristalohidrații	armăturilor	stabilește
4750	gazului  cristalohidrații	armăturilor	stabilește
4751	gazului  cristalohidrații	armăturilor	stabilește
4752	gaze		valoroase
4753	gaze		valoroase
4754	gaze		valoroase
4755	mare  câmp		află
4756	mare  câmp		află
4757	mare  câmp		află
4758	mare  câmp		află
4759	câmpuri		prezent
4760	câmpuri		prezent
4761	câmpuri		prezent
4762	ani miliarde Piața		metri cubi
4763	ani miliarde Piața		metri cubi
4764	ani miliarde Piața		metri cubi
4765	Principalul  rol		controla
4766	Principalul  rol		controla
4767	Principalul  rol		controla
4768	diverse  care		au diverse
4769	diverse  care		au diverse
4770	diverse  care		au diverse
4771	desărurisauuleiconținute  impurități	înmotoarele  alimentarăetc	amestecat
4772	desărurisauuleiconținute  impurități	înmotoarele  alimentarăetc	amestecat
4773	desărurisauuleiconținute  impurități	înmotoarele  alimentarăetc	amestecat
4774	solid  Vaporii		produc
4775	solid  Vaporii		produc
4776	solid  Vaporii		produc
4777	compoziție  care		oțel
4778	compoziție  care		oțel
4779	compoziție  care		oțel
4780	coroziune  Prezența	crom  oțelului	permite
4781	coroziune  Prezența	crom  oțelului	permite
4782	coroziune  Prezența	crom  oțelului	permite
4783	ușor  Zgârieturile	dure  suprafeței	pierd
4784	ușor  Zgârieturile	dure  suprafeței	pierd
4785	ușor  Zgârieturile	dure  suprafeței	pierd
4786	lungă  el		are
4787	lungă  el		are
4788	lungă  el		are
4789	mecanică  care		aperturareprezintă
4790	mecanică  care		aperturareprezintă
4791	mecanică  care		aperturareprezintă
4792	obiectelor  Lentilele		bazează
4793	obiectelor  Lentilele		bazează
4794	obiectelor  Lentilele		bazează
4795	lentila		opus
4796	lentila		opus
4797	lentila		opus
4798	compuse  Acestea		folosesc
4799	compuse  Acestea		folosesc
4800	compuse  Acestea		folosesc
4801	senzorului  diodele		poate
4802	senzorului  diodele		poate
4803	senzorului  diodele		poate
4804	imagine  multiplu		Mpx
4805	imagine  multiplu		Mpx
4806	imagine  multiplu		Mpx
4807	imaginea		element
4808	imaginea		element
4809	imaginea		element
4810	puțin  imaginile		pot
4811	puțin  imaginile		pot
4812	puțin  imaginile		pot
4813	Astfel  calibrareageometrică		de
4814	Astfel  calibrareageometrică		de
4815	Astfel  calibrareageometrică		de
4816	obișnuită  cea		ex.
4817	obișnuită  cea		ex.
4818	obișnuită  cea		ex.
4819	calcul  Microprocesorul		constituie
4820	calcul  Microprocesorul		constituie
4821	calcul  Microprocesorul		constituie
4822	planetă  GPS	utilizatorului	funcționează
4823	planetă  GPS	utilizatorului	funcționează
4824	planetă  GPS	utilizatorului	funcționează
4825	Sputnik  Aceștia		realizat
4826	Sputnik  Aceștia		realizat
4827	Sputnik  Aceștia		realizat
4828	sateliți  ce		putea
4829	sateliți  ce		putea
4830	sateliți  ce		putea
4831	electromagnetic  Semnalele		trece
4832	electromagnetic  Semnalele		trece
4833	electromagnetic  Semnalele		trece
4834	altul  Receptorii		recunosc
4835	altul  Receptorii		recunosc
4836	altul  Receptorii		recunosc
4837	2007  receptoarele		au
4838	2007  receptoarele		au
4839	2007  receptoarele		au
4840	2007  receptoarele		au
4841	GPS  primească		trebuie
4842	GPS  primească		trebuie
4843	GPS  primească		trebuie
4844	GPS  primească		trebuie
4845			creat
4846			creat
4847			creat
4848	cînd  Tehnologiile		pot
4849	cînd  Tehnologiile		pot
4850	cînd  Tehnologiile		pot
4851	lumină  filmul		utilizată
4852	lumină  filmul		utilizată
4853	lumină  filmul		utilizată
4854	electrică  care		produce
4855	electrică  care		produce
4856	electrică  care		produce
4857	procesare  imagine		utilizată
4858	procesare  imagine		utilizată
4859	procesare  imagine		utilizată
4860	astfel  așa-numităcameră	necesare  obținerii	obține
4861	astfel  așa-numităcameră	necesare  obținerii	obține
4862	astfel  așa-numităcameră	necesare  obținerii	obține
4863	sodiu  care		venit
4864	sodiu  care		venit
4865	sodiu  care		venit
4866	complet  Copierea		făcea
4867	complet  Copierea		făcea
4868	complet  Copierea		făcea
4869	fotografice  necesitatea		realiza
4870	fotografice  necesitatea		realiza
4871	fotografice  necesitatea		realiza
4872	considerabil  transportarea		micșorează
4873	considerabil  transportarea		micșorează
4874	considerabil  transportarea		micșorează
4875	transparente  rezultante	color	fotografii transparente
4876	transparente  rezultante	color	fotografii transparente
4877	transparente  rezultante	color	fotografii transparente
4878	transparente  rezultante	color	fotografii transparente
4879	sauilustrații  Editarea		cunoscută
4880	sauilustrații  Editarea		cunoscută
4881	sauilustrații  Editarea		cunoscută
4882	deja  camerele	calculator  utilizatorului	permit
4883	deja  camerele	calculator  utilizatorului	permit
4884	deja  camerele	calculator  utilizatorului	permit
4885	modul  creierul		folosește
4886	modul  creierul		folosește
4887	modul  creierul		folosește
4888	mai  afișarea		are
4889	mai  afișarea		are
4890	mai  afișarea		are
4891	atunci  zona	imaginii  îi	poate
4892	atunci  zona	imaginii  îi	poate
4893	dorită  Indicatorul	imagini  utilizatorului	ppi
4894	dorită  Indicatorul	imagini  utilizatorului	ppi
4895	dorită  Indicatorul	imagini  utilizatorului	ppi
4896	untelefon  mobilcare		poate
4897	untelefon  mobilcare		poate
4898	untelefon  mobilcare		poate
4899	care		alege
4900	care		alege
4901	care		alege
4902	telefonul		activ
4903	telefonul		activ
4904	telefonul		activ
4905	telefonul		activ
4906	inclusiv  cineva	inclusiv  vă	putea
4907	inclusiv  cineva	inclusiv  vă	putea
4908	vast  Elementele		principiu
4909	vast  Elementele		principiu
4910	vast  Elementele		principiu
4911	cupru  persoană		următorul
4912	cupru  persoană		următorul
4913	cupru  persoană		următorul
4914	alternativ  care		generează
4915	alternativ  care		generează
4916	alternativ  care		generează
4917	electric  valorile		numește
4918	electric  valorile		numește
4919	electric  valorile		numește
4920	materialedielectricesau  Lumina		Comunicațiile
4921	materialedielectricesau  Lumina		Comunicațiile
4922	materialedielectricesau  Lumina		Comunicațiile
4923	incandescent  care		au
4924	incandescent  care		au
4925	incandescent  care		au
4926	lungimea		necesar
4927	lungimea		necesar
4928	lungimea		necesar
4929	luminii  valoarea		propagă
4930	luminii  valoarea		propagă
4931	luminii  valoarea		propagă
4932	diferiți  Diferența		constă
4933	diferiți  Diferența		constă
4934	diferiți  Diferența		constă
4935	lentile  Sistemele		elaborate
4936	lentile  Sistemele		elaborate
4937	lentile  Sistemele		elaborate
4938	2008  estimările		plasat
4939	2008  estimările		plasat
4940	2008  estimările		plasat
4941	și  mobilitatea		rezultă
4942	și  mobilitatea		rezultă
4943	și  mobilitatea		rezultă
4944	2007  82%		cunoscut
4945	2007  82%		cunoscut
4946	2007  82%		cunoscut
4947	înalte  numeroase		trebuie
4948	înalte  numeroase		trebuie
4949	înalte  numeroase		trebuie
4950	telefon  convorbirea		întreruptă
4951	telefon  convorbirea		întreruptă
4952	telefon  convorbirea		întreruptă
4953	telefonice  El	GSM  radio	prevede
4954	telefonice  El	GSM  radio	prevede
4955	telefonice  El	GSM  radio	prevede
4956	benzi  domenii		folosesc
4957	benzi  domenii		folosesc
4958	benzi  domenii		folosesc
4959	benzi  domenii		folosesc
4960	sistem  modulații		utilizau
4961	sistem  modulații		utilizau
4962	sistem  modulații		utilizau
4963	200  salt	alocate  canal	presupune
4964	200  salt	alocate  canal	presupune
4965	200  salt	alocate  canal	presupune
4966	persoane  Tarifele		prevăd
4967	persoane  Tarifele		prevăd
4968	persoane  Tarifele		prevăd
4969	mari  clipurile		rapide
4970	mari  clipurile		rapide
4971	mari  clipurile		rapide
4972	performanță  menținute	HSDPA	trebuiesc
4973	performanță  menținute	HSDPA	trebuiesc
4974	performanță  menținute	HSDPA	trebuiesc
4975	plane  Diagonalele		numesc
4976	plane  Diagonalele		numesc
4977	plane  Diagonalele		numesc
4978	partituri  scopurile		poate
4979	partituri  scopurile		poate
4980	partituri  scopurile		poate
4981	singur  utilizatorul	calculatoare  tehnologiatuburilor	existau
4982	singur  utilizatorul	calculatoare  tehnologiatuburilor	existau
4983	singur  utilizatorul	calculatoare  tehnologiatuburilor	existau
4984	nouă  versiune		dezvoltată
4985	nouă  versiune		dezvoltată
4986	nouă  versiune		dezvoltată
4987	Diferitele  funcții		considerat
4988	Diferitele  funcții		considerat
4989	Diferitele  funcții		considerat
4990	real  care		smartphone
4991	real  care		smartphone
4992	real  care		smartphone
4993	caOpen  iOS		Iphone
4994	caOpen  iOS		Iphone
4995	caOpen  iOS		Iphone
4996	Symbiana		realizat
4997	Symbiana		realizat
4998	Symbiana		realizat
4999	Daniellîn1836  bateriile	comună  aplicații	estimării
5000	Daniellîn1836  bateriile	comună  aplicații	estimării
5001	Daniellîn1836  bateriile	comună  aplicații	estimării
5002	curentului  ce		depinde
5003	curentului  ce		depinde
5004	curentului  ce		depinde
5005	paralel  Producătorii		integrează
5006	paralel  Producătorii		integrează
5007	paralel  Producătorii		integrează
5008	absolută  Presiunea		dă
5009	absolută  Presiunea		dă
5010	absolută  Presiunea		dă
5011	nu  Coloana		avea
5012	nu  Coloana		avea
5013	nu  Coloana		avea
5014	atmosferice  cutiuța		lărgește
5015	atmosferice  cutiuța		lărgește
5016	atmosferice  cutiuța		lărgește
5017	laser  utilitatea		Fie
5018	laser  utilitatea		Fie
5019	laser  utilitatea		Fie
5020	eventuală  fragmentele		constă
5021	eventuală  fragmentele		constă
5022	eventuală  fragmentele		constă
5023	laminată  sticla		poate
5024	laminată  sticla		poate
5025	laminată  sticla		poate
5026	petrochimică  Producția		tone
5027	petrochimică  Producția		tone
5028	petrochimică  Producția		tone
5029	acizi  Polietilena		arde
5030	acizi  Polietilena		arde
5031	acizi  Polietilena		arde
5032	șiascultareasunetelorșimuzicii  Ele	mici  număr	prevăzute
5033	șiascultareasunetelorșimuzicii  Ele	mici  număr	prevăzute
5034	șiascultareasunetelorșimuzicii  Ele	mici  număr	prevăzute
5035	și  modele		există
5036	și  modele		există
5037	și  modele		există
5038	navale  Căștile	le	au
5039	navale  Căștile	le	au
5040	navale  Căștile	le	au
5041	blocate  Scopul	Mesh  transportării	găsi
5042	blocate  Scopul	Mesh  transportării	găsi
5043	blocate  Scopul	Mesh  transportării	găsi
5044	militare  evoluție		dezvoltate
5045	militare  evoluție		dezvoltate
5046	militare  evoluție		dezvoltate
5047	electronică  ce	unPC  e-readeretc	descrie
5048	electronică  ce	unPC  e-readeretc	descrie
5049	electronică  ce	unPC  e-readeretc	descrie
5050	calculator  Hipermedia		exemplu
5051	calculator  Hipermedia		exemplu
5052	calculator  Hipermedia		exemplu
5053	spațial  prezentare		poate
5054	spațial  prezentare		poate
5055	spațial  prezentare		poate
5056	în  frecvențele		micșorează
5057	în  frecvențele		micșorează
5058	în  frecvențele		micșorează
5059	Intensității	îi	corespunde
5060	Intensității	îi	corespunde
5061	Intensității	îi	corespunde
5062	undele		participă
5063	undele		participă
5064	psihologiciai  memoria	psihologiciai  vederii	rezultă
5065	psihologiciai  memoria	psihologiciai  vederii	rezultă
5066	psihologiciai  memoria	psihologiciai  vederii	rezultă
5067	acesteia  modifice		trebuie
5068	acesteia  modifice		trebuie
5069	acesteia  modifice		trebuie
5070	clar  idea		defineau
5071	clar  idea		defineau
5072	clar  idea		defineau
5073	foarte  păstrezi		creează
5074	foarte  păstrezi		creează
5075	foarte  păstrezi		creează
5076	ușor  Principiul		bazează
5077	ușor  Principiul		bazează
5078	ușor  Principiul		bazează
5079	digitalizată  Informația	digitalizată  computerului	convertită
5080	digitalizată  Informația	digitalizată  computerului	convertită
5081	digitalizată  Informația	digitalizată  computerului	convertită
5082	1990  mausul	major  alinterfeței	devenit
5083	1990  mausul	major  alinterfeței	devenit
5084	1990  mausul	major  alinterfeței	devenit
5085	utilizatorii		gândea
5086	utilizatorii		gândea
5087	utilizatorii		gândea
5088	variantă		semăna
5089	variantă		semăna
5090	variantă		semăna
5091	mausuri  care		folosesc
5092	mausuri  care		folosesc
5093	mausuri  care		folosesc
5094	Noua  tehnologie		poate
5095	Noua  tehnologie		poate
5096	Noua  tehnologie		poate
5097	Îndoirea	caracteristic  mausului	face
